pEC50,standardized,EC50,Target1
6.2441254,S(=O)(=O)(Nc1n(-c2c(OC)cccc2OC)c(-c2c(C)ccnc2)nn1)C(Cc1ncc(F)cn1)C,569.9996644367287,0
7.7958798,S(=O)(=O)(Nc1n(-c2c(OC)cccc2OC)c(COC)nn1)C(C(C)c1ncc(OC)nc1)C,16.00000800725365,0
8.2596369,O=C(NCc1ccc(N(C)C)cc1)Cc1oc(C2=C(O)C(c3c(OC)cccc3OC)=C(CCCC)NC2=O)nn1,5.500005198736845,1
8.0969105,S(=O)(=O)(Nc1n(c(-c2ccccc2)nn1)C1(C)CC1)C(C(OC(C)C)c1ncc(C)cn1)C,7.999991029281913,1
8.3010302,S(=O)(=O)(c1ccccc1)C=1C(=O)N(c2c(OC)cccc2OC)C(CCCC)=NC=1O,4.999997647495204,1
5.2525883,O=C(O)CC(NC(=O)c1nn(CC(C)C)c(-c2c(OC)cccc2OC)c1)CCC1CCCCC1,5589.998611345394,0
5.3767509,S(=O)(=O)(Nc1n(c(C2OC(C)CC2)nn1)C1CCOCC1)C(C(OC(C)C)c1ncc(C)nc1)C,4199.998158689458,0
8.3010302,S(=O)(=O)(c1ccc(-c2c(C)cncc2)cc1)C=1C(=O)N(C(CCCC)=NC=1O)C1c2c(cccc2)CCC1,4.999997647495204,1
8.3010302,S(=O)(=O)(C1=C(O)N(c2c(OC)cccc2OC)C(CCCC)=NC1=O)C1CCN(c2oc(C3CC3)nn2)CC1,4.999997647495204,1
7.6777806,S(=O)(=O)(Nc1n(-c2c(OC)ncnc2OC)c(C2CCC2)nn1)C(C(C)c1ncc(C)cn1)C,21.000005090066885,0
8.2291479,S(=O)(=O)(Nc1n(-c2c(OC)cccc2OC)c(-c2nc(OC)ccc2)nn1)C(C(O)c1c(OC)nc(C)cn1)C,5.900001200363874,1
6.6382723,S(=O)(=O)(Nc1n(-c2c(OC)ncnc2OC)c(-c2cnccc2)nn1)C1CN(c2ncc(F)cn2)CC(OC)C1,229.99992796583265,0
7.2596374,FC(F)(c1oc(C2=C(O)C(c3c(OC)cccc3OC)=C(CCCC)NC2=O)nn1)c1ccccc1,54.999988666255035,0
8.2596369,O(C)c1c(c(OC)ccc1)C=1C(O)=C(c2oc(CN3C(=O)COCC3)nn2)C(=O)NC=1CCCC,5.500005198736845,1
10.39794,S(=O)(=O)(c1ccc(-c2c(C)cncc2)cc1)C1=C(O)C(c2c(OC)cccc2OC)=C(CCCC)NC1=O,0.04000000079872418,1
9.6197891,S(=O)(=O)(Nc1n(-c2c(OC)cccc2OC)c(-c2oc(C)cc2)nn1)C1CN(c2nc(C)cc(C)n2)CC(O)C1,0.23999981116326216,1
7.5528421,S(=O)(=O)(N(CC[Si](C)(C)C)c1n(-c2c(OC)cccc2OC)c(-c2nc(OC)ccc2)nn1)C(C(O)c1c(F)cc(F)cc1)C,27.99999153205545,0
7.124939,S(=O)(=O)(Nc1n(c(-c2nc(OC)ccc2)nn1)-c1ccc(OC)cc1)C(C(OC)c1ncc(C)cn1)C,74.99995451387858,0
7.9586072,Clc1cnc(C(OC)C(S(=O)(=O)Nc2n(c(-c3c4n(nc3)CCC4)nn2)C2CC2)C)nc1,11.000002908762927,0
5.9262815,O=C(NCCOC)CC(NC(=O)c1nn(c(-c2c(OC)cccc2OC)c1)C1CCCC1)CCN1CCCCC1,1185.0004083401532,0
5.6777806,Clc1c(-c2[nH]c3c(n2)cccc3)c(-c2c(C(=O)O)cc(C(=O)NC(CCC)c3ccccc3)cc2)ccc1,2100.0005090066884,0
8.3010302,S(=O)(=O)(c1ccc(-c2c(C)cncc2)cc1)C1=C(O)N(C(CC)c2ccc(F)cc2)C(CCCC)=NC1=O,4.999997647495204,1
9.5228786,Fc1c(C2CN(C(=O)c3c(O)c(N(CC)c4ccccc4)c(-c4nn(C)cc4)nc3O)CC2)ncc(F)c1,0.30000010035611846,1
7.6197886,FC(F)(F)c1c(-c2n(C3CCCC3)nc(C(=O)NC(CC(=O)NC3CCC3)CCN(CC(C)C)C)c2)cccc1,24.00000874734152,0
8.3010302,S(=O)(=O)(c1cc(F)c(-c2c(C)cncc2)cc1)C1=C(O)N(C(COC)c2ccccc2)C(COCC)=NC1=O,4.999997647495204,1
8.6382723,Clc1ccc(CC(S(=O)(=O)Nc2n(-c3c(OC)cccc3OC)c(-c3occc3)nn2)C)cc1,2.299999279658322,1
9.7447271,S(=O)(=O)(Nc1n(-c2c(OC)cccc2OC)c(-c2nc(OC)ccc2)nn1)C(C(OCC)c1ncc(F)cn1)C,0.18000016367105756,1
